A4_name,main_vein_curvature,sub_vein_1_curvature,sub_vein_2_curvature,sub_vein_3_curvature,sub_vein_4_curvature
l4nr001.JPG,0.6656466794493383,0.6702667666553614,0.6580109433403115,0.9028539333293499,0.2523332871122678
l4nr001.JPG,0.251331685632611,0.056764997238377836,0.16494562457543405,0.3380056013412897,0.654426092627054
l4nr001.JPG,0.6165684050830618,0.09067975555221483,0.7512240099674102,0.3432740345499627,0.09501101151596732
l4nr001.JPG,1.3688702224542955,0.3083047821936553,1.9185776434765072,0.7438551518213002,0.09593364361985836
l4nr001.JPG,1.558727031201411,0.716827811804582,3.302371205833736,0.42372840664790506,0.23456266196084144
l4nr001.JPG,0.08194308440570762,2.008509506965858,0.04014269626463856,0.7750096687781021,0.39326302199013513
l4nr001.JPG,0.012304304183096044,0.015974561374317794,0.04292559886450813,0.030365519456622605,0.08000718141345387
l4nr001.JPG,0.09232722908020845,0.01659790357429963,0.015690060814750804,1.2897738582165041,0.11772974503696967
l4nr001.JPG,1.690344981789632,0.0024508728759237287,0.030716916477219382,1.6326277438379158,0.14659911535145528
l4nr001.JPG,1.719786947500576,0.4895067648014616,0.03808446812317917,0.028146333899133503,0.0019203305234030646
l4nr001.JPG,0.09839145113230872,0.10606802786617071,0.07404427510370952,1.854405189810349,0.09032399159229847
l4nr001.JPG,0.04819747296523847,0.0007043985046170699,0.04724830255663623,0.5596867462111548,0.09505560128186928
l4nr001.JPG,0.00020410849102535427,0.0006638887305154909,2.2726022126326115,0.010864474293018556,0.05309325289163165
l4nr001.JPG,0.055235148764316414,2.270283524900564,1.6499606653634236,0.025920974964701443,0.023127626359067913
l4nr001.JPG,0.10371320032765606,0.0023755577173629025,1.0607722874511405,0.8202653019813023,0.20676764002251782
l4nr001.JPG,1.9544553652375527,0.6469544815063484,0.3347681338450267,1.3059263569086932,0.1915461585417186
l4nr001.JPG,1.5725676716202845,0.0019180625597345169,0.005150790736064709,0.04063659578017033,0.1791628888340505
l4nr001.JPG,1.4709515000483848,80.17693031984655,0.2812815330889504,0.4309195253440605,0.139192713042252
l4nr001.JPG,1.8109552077806368,0.0017202877048719657,0.9450600935331405,0.4400471202124965,0.01967920815425869
l4nr001.JPG,0.01092030192727608,0.3868300699083835,1.0889970864462428,0.8391879353494117,0.047877131775690834
l4nr001.JPG,1.5186948795935784,0.0018297109251393523,0.6004762198807776,0.036946290243721355,0.07399211769688038
l4nr001.JPG,1.4257254433102435,101.71678200435726,1.0910040994774712,2.749368696073505,0.013225850841128808
l4nr001.JPG,0.09209882860955881,0.002666482744364109,0.8234192379525304,2.042035057492141,0.13301960117194137
l4nr001.JPG,0.011081797308694538,0.43998927512349356,0.0030665830561349677,0.00917682026982186,0.1383272249577652
l4nr001.JPG,0.05895818174443349,0.003182964506804252,0.797882723337417,4.962435598482718,0.014035750763720097
l4nr001.JPG,0.8944135841999132,31.185020836341902,1.4901817402108732,3.6975822520329347,0.1440864504701081
l4nr001.JPG,0.03401446553684765,0.003631398221556299,1.3890196317978558,0.009784712743600663,0.43283642700346225
l4nr001.JPG,0.8498394771977037,0.006213283292143976,1.4316045248931213,0.7540453152027997,0.019532898115910455
l4nr001.JPG,0.031189673254759,0.022789640435449152,1.4603660188443508,1.2708196776120009,0.9078100281337628
l4nr001.JPG,1.4726918358077066,0.004267669700277874,1.2515730568868377,0.10530988582822659,0.77078811820261
l4nr001.JPG,1.342695660271007,338.10598458234233,1.5214264507358757,1.2066011819947193,0.5653558922764715
l4nr001.JPG,0.8008809258052809,0.008749884397966949,0.0016768201121323827,0.033794187837678305,0.054760441418145525
l4nr001.JPG,0.0034970130270983338,0.2616953358081058,1.5387393466275154,0.22806874922007306,0.0984199872797208
l4nr001.JPG,0.8082440723788715,0.008724609770816785,1.2937094415555712,0.021321190658662198,0.007601044643442125
l4nr001.JPG,1.433164114306835,22.097252999603377,1.325647953743825,0.10912100503421661,0.0009197002369414831
l4nr001.JPG,1.5640797655427237,0.006107455496946567,1.5293290520761174,0.048245564858890574,0.0025838831288508904
l4nr001.JPG,0.13133552016051075,0.004591301002060528,0.10356819249571413,0.06021939745037052,0.01471375676708974
l4nr001.JPG,0.1288031737383302,0.1015349401416947,0.10563720533308751,0.12976224474929046,0.006769850150838456
l4nr001.JPG,0.8686055085937265,0.005290286342738191,1.5130027581260053,0.15546305178724804,0.03232241570732187
l4nr001.JPG,0.07672675453391113,44.920300724005465,1.4009077740931979,0.13754368485582275,0.012912720294737091
l4nr001.JPG,0.9194628741705384,0.03163404454398676,0.827222629810642,0.013111719142704904,0.004067636259139923
l4nr001.JPG,1.1169256204964124,0.03830730645156569,0.012537175415834143,0.3304286093794592,0.006809446416813347
l4nr001.JPG,0.494975979349155,0.3419644385167323,0.8973752485418408,0.4354188823536351,0.4904851537521981
l4nr001.JPG,0.4289565548378387,0.06004194471760964,0.9065117696391727,0.7442279620129689,0.33340328831674004
l4nr001.JPG,1.230875345258648,0.09216941732485344,0.02041805679309088,0.16049642621845195,0.08065095346965617
l4nr001.JPG,0.020461567487930325,0.07609867494702205,0.752009537020733,0.5317804927646581,1.002475237559258
l4nr001.JPG,1.736436393442355,0.010197219979170986,2.377577688193055,0.0855105023798272,5.5163717702554e-06
l4nr001.JPG,1.7066384131552832,1.3133150188503353,0.754506203249966,0.037942042142703,0.012140239304308392
l4nr001.JPG,0.09553468702033366,0.031088924042984554,5.121456456004956,0.006339865067445716,0.0011908241939210479
l4nr001.JPG,0.052473026243184874,0.9642416386602092,5.4579046464480205,0.009266262593880546,0.0002541576796322146
l4nr001.JPG,0.0004965346296018002,0.09016072245784341,0.4772448653559402,0.014611041838960602,0.0011289830440468925
