A4_name,main_vein_curvature,sub_vein_1_curvature,sub_vein_2_curvature,sub_vein_3_curvature,sub_vein_4_curvature,sub_vein_5_curvature
l4nr001.JPG,1.4277884631779332,0.2901897928341982,0.13695145689085078,0.05898856695737372,5.344695089272091e-07,0.7980844920933899
l4nr001.JPG,0.24000429606089244,0.15913103470617576,0.11183237829225241,0.007873682758393322,1.7260262718685615e-06,0.09709259510025224
l4nr001.JPG,0.20573906466164438,1.9973556007459885,0.08072167156088736,0.0016599182697628247,3.098975841835922e-07,0.10609370885020784
l4nr001.JPG,0.9826815305930611,4.205333393228334,0.05075262685880013,0.028261030848263535,1.577666831558893e-08,0.0675321720894555
l4nr001.JPG,0.6006465900144851,0.028727346512827736,0.02488575565451363,0.12132662906623606,3.37908522591427e-08,0.13493613453351028
l4nr001.JPG,0.5979912071341545,2.0113690098885986,0.00373288760921697,0.38179083368048145,2.7485974421146426e-08,0.10463180948128564
l4nr001.JPG,0.8620963797072154,0.12623691362721742,0.01280683753538069,0.9475172254800831,1.9604052408719494e-08,0.5544148719406348
l4nr001.JPG,0.049781673404756664,0.11688683797134354,0.02479319436719644,2.6812054872557414,1.244263578005229e-08,0.8404086282983484
l4nr001.JPG,0.8299885535548379,1.6200959324997335,0.03208711695504913,0.004596959725030938,9.486244219071157e-09,0.6261768010707739
l4nr001.JPG,1.6579730568020556,2.516910433355951,0.034469833686811426,0.02018429033127995,4.358731805821183e-10,0.34123618775066406
l4nr001.JPG,1.509216063998406,2.8931726538058387,0.031813957922816924,1.4494851986745885,5.777182766769612e-09,0.17794726446459241
l4nr001.JPG,1.5792823127898958,0.025462040993826346,0.02415245895196674,45.63411822761791,6.2890106162752006e-09,0.09702171567582775
l4nr001.JPG,1.614423530699107,0.04624702354682095,0.01158624215940367,31.790409744382774,9.820615926630353e-09,0.05691984174226902
l4nr001.JPG,1.307981010993321,6.950298223063501,0.0059092422960318625,0.4910316423266028,1.2642290357602778e-08,0.037004710012750394
l4nr001.JPG,1.610084187395954,1.7094313112400121,0.028615469697931464,0.011698370904896378,1.0972141969976346e-08,0.031045332060777493
l4nr001.JPG,0.005821424163866408,0.5906578244612225,0.056877093174517335,0.007954906609529156,1.2876970869471193e-08,0.07902202309455783
l4nr001.JPG,1.433359107718621,0.142132432179675,0.0812245577470165,34.72073983012068,1.8340368897669032e-08,0.005347713676733247
l4nr001.JPG,1.3702348639963375,0.1799862576289567,0.09087787941293271,0.2995478821615172,1.9294843821397655e-08,0.007553308667832603
l4nr001.JPG,0.12683794179643865,0.2665529239713237,0.0854940392868113,0.021655641402831965,1.955708755530993e-08,0.0017295078135791178
l4nr001.JPG,0.12142930114023093,0.1757067180631223,0.06767262730112965,0.18240849542206186,2.3097999263357978e-08,0.004681178246208242
l4nr001.JPG,1.011492365913878,0.05492114211460177,0.04102042319460309,2.0530091029783826,2.181748249844222e-08,0.0017473288086820508
l4nr001.JPG,0.2743545289744807,0.03283468730545311,0.007016522056687629,4.2282008759543075,1.9583320736308526e-08,0.0008402878509850105
l4nr001.JPG,0.08635659890370419,0.09842757054058891,0.03711415947919139,1.1809854754746583,1.6422745214534936e-08,0.001260005147890995
l4nr001.JPG,0.024057622032211342,0.15291543704631777,0.08661772362798452,2.2505699442897558,1.2238402918343386e-08,0.0009131892491745121
l4nr001.JPG,0.0062886732193949925,0.16401931610084208,0.13136098994603623,1.0289029898211237,2.8992201099202024e-09,0.0014755842795679077
l4nr001.JPG,0.007571051107235232,0.0977603423309553,0.16257433383539122,0.21806542570700263,6.681824249369849e-09,0.0015683775338151697
l4nr001.JPG,0.030724733122900603,0.005402830484431651,0.1682577637798462,0.06211792838032015,8.570564587402798e-09,0.015608403432272608
l4nr001.JPG,0.11031595229974753,0.05571155286896614,0.14698009554909466,0.279848413397859,1.5128361893496705e-08,0.008380752116315346
l4nr001.JPG,0.34226939262330847,0.08358880396525964,0.11065664285551773,0.9321313451248211,2.6602291085172633e-08,0.004214852351794743
l4nr001.JPG,1.0003487679678538,0.08023835667866801,0.07195255168548578,0.8250997524119182,3.406406577776625e-08,0.0006325499888216897
l4nr001.JPG,0.9856617494518105,0.05276074184024038,0.041181059222431565,0.032961030726313685,3.678563320211938e-08,0.0006351511030668422
l4nr001.JPG,0.3088249935865944,0.02243249262778423,0.020228872574768762,0.7782406657359209,4.338286880051396e-08,0.0006811788961665693
l4nr001.JPG,0.00022983989402568857,0.0024794438459645888,0.0049993403474361,0.0803351894415295,5.354961725371225e-08,0.004994586127825429
l4nr001.JPG,0.30844582289746,0.009537596370310158,0.006853322703117698,0.0813976683939562,5.954361590053687e-08,0.0035656763633796647
l4nr001.JPG,0.9853846405183976,0.014227312941678668,0.015443441495710515,0.7851167540225809,6.100803114665079e-08,0.0019180599911487845
l4nr001.JPG,1.003545335824319,0.011204956371636992,0.01976735042831161,0.026444972870833895,6.567886583718381e-08,0.00046593097846341276
l4nr001.JPG,0.3505013179797467,0.005856977134289743,0.019035901835132752,0.7845440500040729,7.012921251885885e-08,0.0005445032388170332
l4nr001.JPG,0.1418557185217853,0.004142066794573502,0.012270411725083762,1.2140293695789266,7.243147219630257e-08,0.0004598805666974362
l4nr001.JPG,0.1419110071921067,0.006222314239518306,0.005288616732358685,1.429590385781452,5.724965110272585e-08,0.000648956394059427
l4nr001.JPG,0.35153203796628885,0.012277998153189707,0.004797655226494622,0.008673394290621332,1.3270225708074373e-07,0.0005061619492575728
l4nr001.JPG,0.9998030983244459,0.02267077509967629,0.011174831171892212,1.6325922865272149,2.1524740192405174e-07,0.0007195479465161455
l4nr001.JPG,1.03542598730104,0.03251693736807012,0.025221800875392948,1.4177709799179798,1.58452902694587e-07,0.0013349312291026912
l4nr001.JPG,0.4275074567864914,0.03598924275771422,0.03961746617090791,1.3691076789093901,1.0232312237290814e-07,0.0010737506044888408
l4nr001.JPG,0.3564179865444116,0.03212063145013725,0.044365899449441026,1.9531432546946221,5.787490520081137e-09,0.0008153382201704079
l4nr001.JPG,1.065521977878512,0.02018873274963875,0.03638630184863281,0.0963772431473726,1.021105010842527e-07,0.0010228908185303043
l4nr001.JPG,0.016657534357708843,3.202282163097004e-05,0.021580155651264355,6.989245597378431,1.83001369596888e-07,0.0004809043427052715
l4nr001.JPG,1.4236441884797395,0.020586918972395153,0.008599762091991526,1.6789805296802025,2.083319433906199e-07,0.00010244063303651159
l4nr001.JPG,1.3936477658162625,0.033758703725807256,0.0016652163571253518,1.6697016454109843,2.2950164891389376e-07,0.00015260600934390267
l4nr001.JPG,0.08338050874823674,0.03938666690213217,0.008788637654322338,7.1878476588053255,2.5111259411615677e-07,0.0003407204586398748
l4nr001.JPG,3.6317512920526823e-05,0.03796202060777371,0.012661300727646102,0.09243171644630235,2.750097814441528e-07,0.0006036971932080061
l4nr001.JPG,0.08345533987614914,0.030368577685120766,0.013376454058866139,2.1283949983734054,2.7461319578373644e-07,0.0011300134305960875
l4nr001.JPG,1.3838297605427416,0.020589088132070464,0.011124122657294415,1.5334119296273272,1.5852966420091688e-07,0.00017404318932330305
l4nr001.JPG,1.423577421135074,0.01181281385288136,0.00814465641923341,1.0684266649218108,8.50828312374499e-09,0.00010746880359242936
l4nr001.JPG,6.759509340769327e-05,0.0037647401137111897,0.006488581732836725,0.33067853340724934,2.0287062990953614e-08,0.0012521768055870155
